"","V1","V2","V3","V4","V5"
"3",76.734693877551,93.4013605442177,75.2380952380952,79.3877551020408,94.6258503401361
"4",94.9489795918367,85.1530612244898,86.2244897959184,79.234693877551,89.2857142857143
"5",71.3061224489796,75.4285714285714,83.6734693877551,78.1224489795918,80.8979591836735
"6",86.4285714285714,83.0952380952381,73.7414965986395,70.8163265306122,80.6462585034014
"7",64.4314868804665,61.9241982507289,71.7201166180758,76.9679300291545,75.6268221574344
"8",65.484693877551,65.5612244897959,59.2602040816327,73.6224489795918,76.5561224489796
